sample_id,image_id,label,split,roi_path,is_augmented,source_id,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_H,mean_S,mean_V,std_H,std_S,std_V,mean_L,mean_a,mean_b,std_L,std_a,std_b,mean_r_norm,mean_g_norm,mean_b_norm,std_r_norm,std_g_norm,std_b_norm
IMG_20260406_122828_r1_c2_aug3,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r1_c2_aug3.jpg,True,IMG_20260406_122828_r1_c2,145.59583,0.2375,27.820274,12.188684,0.45940915,4.9079227,173.0109,254.52722,145.59583,14.732533,0.921035,12.188684,76.10766,181.30766,157.43605,7.3840237,3.6681616,2.0599275,0.8403565,0.0013876534,0.15825708,0.022177262,0.0028495283,0.022290286
IMG_20260406_122828_r1_c2_aug4,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r1_c2_aug4.jpg,True,IMG_20260406_122828_r1_c2,154.53609,15.183828,55.48875,6.110359,1.8642833,2.3633814,171.33937,229.98164,154.53609,0.48065928,2.5029192,6.110359,84.27738,182.608,143.96382,3.5866203,1.54229,1.5757858,0.6863093,0.06724968,0.24644436,0.0072392696,0.006301465,0.006418717
IMG_20260406_122828_r2_c0_aug1,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c0_aug1.jpg,True,IMG_20260406_122828_r2_c0,101.69758,2.47875,2.4219532,11.932325,2.4258165,2.4033587,11.502383,249.92804,101.69758,43.72035,5.502544,11.932325,49.682384,168.24039,156.70575,7.486621,3.3906436,3.929236,0.95622426,0.022168145,0.021584257,0.03941576,0.02054271,0.02028517
IMG_20260406_122828_r2_c0_aug2,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c0_aug2.jpg,True,IMG_20260406_122828_r2_c0,80.15914,0.2271875,0.7735937,10.751911,0.4239002,0.86451775,26.054766,254.71231,80.15914,63.125988,0.9155021,10.751911,35.633865,162.56671,149.35402,6.845371,3.278579,3.895084,0.98786765,0.0027970625,0.009342677,0.010924307,0.005267072,0.009980172
IMG_20260406_122828_r2_c0_aug3,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c0_aug3.jpg,True,IMG_20260406_122828_r2_c0,60.81043,0.9699609,1.080664,8.564354,0.91345537,0.99502575,22.566368,251.91809,60.81043,59.16012,3.5685453,8.564354,23.368126,156.13254,141.83508,5.649497,3.0638158,3.3981154,0.96782815,0.015357851,0.01680815,0.026443593,0.014312117,0.015231255
IMG_20260406_122828_r2_c0_aug4,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c0_aug4.jpg,True,IMG_20260406_122828_r2_c0,149.48355,11.089336,29.04582,15.416654,2.176145,3.2063775,176.0177,236.00706,149.48355,0.3331509,3.6481833,15.416654,79.76879,180.62715,158.55156,8.793839,4.19127,3.4958837,0.78825384,0.05845915,0.15330467,0.017728722,0.009869199,0.009351139
IMG_20260406_122828_r2_c1_aug1,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c1_aug1.jpg,True,IMG_20260406_122828_r2_c1,114.96855,10.740234,30.665274,8.077047,2.022538,3.1175797,174.11343,231.24168,114.96855,0.32167363,3.6324143,8.077047,60.216133,171.0152,146.76505,5.0728207,2.2237263,1.367849,0.7359696,0.0682192,0.19583179,0.014415849,0.009187565,0.0063215434
IMG_20260406_122828_r2_c1_aug2,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c1_aug2.jpg,True,IMG_20260406_122828_r2_c1,104.17512,0.22941406,5.42293,9.878594,0.45009106,2.5997186,163.81488,254.39601,104.17512,48.907475,1.2242365,9.878594,50.858124,169.66785,156.15434,6.1664124,3.182872,2.6975882,0.95006007,0.0022400103,0.047679204,0.018065147,0.0045595076,0.01862091
IMG_20260406_122828_r2_c1_aug3,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c1_aug3.jpg,True,IMG_20260406_122828_r2_c1,124.47898,3.6766796,3.73125,11.214837,3.753191,3.730369,20.051874,248.84575,124.47898,56.27996,6.833075,11.214837,63.683517,174.43399,163.56808,6.972715,3.0808845,3.2748833,0.94755137,0.026062613,0.026385076,0.047579758,0.0248131,0.024574181
IMG_20260406_122828_r2_c1_aug4,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c1_aug4.jpg,True,IMG_20260406_122828_r2_c1,82.88668,0.62816405,0.71792966,8.719471,0.52300537,0.7359272,10.489258,254.21742,82.88668,42.02809,1.3446728,8.719471,37.570194,163.20718,150.35973,5.740784,2.6415353,3.4261022,0.9841401,0.0071442807,0.008771526,0.008607336,0.006042766,0.009153171
IMG_20260406_122828_r2_c2_aug1,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c2_aug1.jpg,True,IMG_20260406_122828_r2_c2,55.236053,0.28140625,0.28902343,7.312482,0.45784023,0.47760046,19.983242,254.595,55.236053,56.13113,1.3409866,7.312482,19.540352,154.27847,139.75668,4.7511587,3.2670112,2.8804681,0.98988885,0.005029428,0.005072778,0.012327266,0.008264697,0.0084670335
IMG_20260406_122828_r2_c2_aug2,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c2_aug2.jpg,True,IMG_20260406_122828_r2_c2,94.36516,1.1333203,0.9124609,10.294539,0.61267394,0.8493989,5.0335937,253.31796,94.36516,29.404562,1.7901567,10.294539,44.93582,166.42245,154.65656,6.4184904,3.0693793,3.7279885,0.97864187,0.011846522,0.009466813,0.011789172,0.006474678,0.009064291
IMG_20260406_122828_r2_c2_aug3,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c2_aug3.jpg,True,IMG_20260406_122828_r2_c2,218.25516,83.70554,116.022736,8.642973,3.31431,3.727986,172.88922,157.0946,218.25516,0.37404808,4.327592,8.642973,139.24754,183.1591,137.82925,4.4967103,2.70882,1.242515,0.5221035,0.20029809,0.27760312,0.008168086,0.0058439625,0.003140628
IMG_20260406_122828_r2_c2_aug4,red_IMG_20260406_122828,red,train,/content/data/augmented_roi/red/IMG_20260406_122828_r2_c2_aug4.jpg,True,IMG_20260406_122828_r2_c2,83.37406,2.233789,0.31921875,9.936193,0.91807806,0.5670051,0.68140626,253.9988,83.37406,0.46706685,1.7876816,9.936193,38.160545,162.84227,150.98347,6.3743205,2.8958607,3.8077416,0.97060937,0.025764277,0.0036776587,0.013423575,0.00954412,0.0065333536
IMG_20260406_122836_r0_c0_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c0_aug1.jpg,True,IMG_20260406_122836_r0_c0,52.30754,0.5974609,0.47996095,7.681606,0.5344103,0.58795065,48.1718,254.08125,52.30754,78.94431,1.9989533,7.681606,18.019102,152.77531,138.6054,4.7313886,3.6891234,3.0019348,0.9791488,0.011631947,0.009130556,0.015007279,0.010707611,0.011590509
IMG_20260406_122836_r0_c0_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c0_aug2.jpg,True,IMG_20260406_122836_r0_c0,152.78398,19.567968,37.278553,9.732295,3.4589708,3.803047,176.00102,222.33461,152.78398,0.3806855,5.508451,9.732295,83.29324,180.33003,155.19566,5.626334,2.6939375,2.3295248,0.72940665,0.09300536,0.17759289,0.021443976,0.013129966,0.009781724
IMG_20260406_122836_r0_c0_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c0_aug3.jpg,True,IMG_20260406_122836_r0_c0,97.986916,0.293125,0.7211328,9.222011,0.4837418,1.4394432,19.47547,254.65414,97.986916,55.713535,0.9299854,9.222011,46.93922,167.81929,155.88098,5.8164496,2.6291087,2.9864452,0.99050313,0.0030035973,0.006487208,0.01261115,0.0049621374,0.0112494435
IMG_20260406_122836_r0_c0_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c0_aug4.jpg,True,IMG_20260406_122836_r0_c0,189.14738,90.49965,110.57664,8.562214,4.0907717,4.5633187,173.96477,132.88261,189.14738,0.52957994,5.3515854,8.562214,130.48087,169.62758,135.62265,4.9575143,2.7550085,1.0975026,0.48467568,0.23194966,0.28337437,0.008572547,0.0061733006,0.0035463783
IMG_20260406_122836_r0_c1_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c1_aug1.jpg,True,IMG_20260406_122836_r0_c1,163.07817,17.407812,48.557693,9.494803,3.1992471,4.069624,173.64937,227.73145,163.07817,0.47773597,4.962865,9.494803,88.92383,184.08336,151.15996,5.355809,2.6180918,2.4100811,0.71225244,0.07588467,0.21187319,0.01903415,0.011359351,0.008463994
IMG_20260406_122836_r0_c1_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c1_aug2.jpg,True,IMG_20260406_122836_r0_c1,126.342575,4.126133,13.825742,10.005503,4.2739143,6.3253274,172.79199,246.91965,126.342575,28.774038,8.132537,10.005503,65.05961,175.08035,159.69273,6.310793,2.6029584,2.5912588,0.8807332,0.026520979,0.0927473,0.051579934,0.025367783,0.032492574
IMG_20260406_122836_r0_c1_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c1_aug3.jpg,True,IMG_20260406_122836_r0_c1,129.19356,1.5705078,10.488203,9.817443,0.79815465,2.5249674,177.94121,251.89937,129.19356,0.37720367,1.5688329,9.817443,66.316055,176.12062,162.07239,5.7907295,2.6215272,2.4994364,0.9152251,0.0109470915,0.07381566,0.012517077,0.0053471145,0.010841457
IMG_20260406_122836_r0_c1_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c1_aug4.jpg,True,IMG_20260406_122836_r0_c1,169.86617,9.625,36.20238,8.261773,2.6681278,2.9997175,175.00273,240.47012,169.86617,0.40483788,4.304098,8.261773,91.16449,186.5796,160.2797,4.533879,2.3224926,2.6274378,0.7876507,0.044580184,0.16777511,0.020365674,0.011962387,0.010304703
IMG_20260406_122836_r0_c2_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c2_aug1.jpg,True,IMG_20260406_122836_r0_c2,252.99101,85.744415,123.657265,3.8121243,1.7812035,2.7374837,173.16942,168.59868,252.99101,0.4366012,2.327601,3.8121243,155.06558,193.81363,142.8441,1.8033284,1.4275508,1.2289923,0.54716617,0.18543462,0.2674103,0.0051561785,0.0034354224,0.0033659954
IMG_20260406_122836_r0_c2_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c2_aug2.jpg,True,IMG_20260406_122836_r0_c2,176.4213,58.52656,89.01254,6.7953095,1.6278223,2.926182,172.20473,170.23582,176.4213,0.426878,3.484333,6.7953095,109.41355,178.01653,136.75023,3.4223905,2.3107166,1.4280735,0.54445237,0.18074255,0.27477446,0.008098538,0.004993759,0.0045749866
IMG_20260406_122836_r0_c2_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c2_aug3.jpg,True,IMG_20260406_122836_r0_c2,169.8773,39.532734,82.722145,7.3210955,2.329235,3.4671772,170.06914,195.57695,169.8773,0.34460616,3.7333946,7.3210955,99.436134,182.65968,135.045,4.052419,2.2284057,1.3905498,0.58146894,0.13535386,0.28313476,0.009314241,0.0065448135,0.0045811483
IMG_20260406_122836_r0_c2_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r0_c2_aug4.jpg,True,IMG_20260406_122836_r0_c2,222.7962,66.77261,107.63895,8.041156,2.9690056,3.5484385,172.08563,178.49051,222.7962,0.33273262,4.0089283,8.041156,134.38426,190.5736,140.30614,4.093223,2.4961314,1.5108494,0.5608732,0.16812174,0.2710104,0.009000238,0.0061870217,0.0038373738
IMG_20260406_122836_r1_c0_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c0_aug1.jpg,True,IMG_20260406_122836_r1_c0,167.8109,12.486797,45.374454,8.448536,3.6026816,4.4374075,173.8139,236.10637,167.8109,0.38959125,4.4491653,8.448536,90.69321,185.9559,154.31415,5.129511,2.1254632,1.6020759,0.7442632,0.054941554,0.20078672,0.01554997,0.010111292,0.0061943433
IMG_20260406_122836_r1_c0_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c0_aug2.jpg,True,IMG_20260406_122836_r1_c0,155.70305,0.8973047,42.669765,9.2538185,3.2967935,5.109304,171.81676,253.5646,155.70305,0.42259267,4.4744596,9.2538185,82.44715,184.31676,151.6262,5.557235,2.3389213,2.1800733,0.7823143,0.0039460566,0.21371086,0.018943649,0.011260869,0.010287331
IMG_20260406_122836_r1_c0_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c0_aug3.jpg,True,IMG_20260406_122836_r1_c0,125.941605,0.2346875,0.55265623,8.462752,0.43719018,2.0125978,2.3909376,254.78398,125.941605,20.457651,0.6338142,8.462752,63.996876,175.25848,165.11581,5.0534463,2.4013398,2.3940895,0.99421793,0.0018580296,0.0039418996,0.011833517,0.003467616,0.011129419
IMG_20260406_122836_r1_c0_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c0_aug4.jpg,True,IMG_20260406_122836_r1_c0,107.07258,0.23910156,0.6894141,8.325221,0.65601796,3.4452863,6.2802343,254.78195,107.07258,32.770897,1.0913469,8.325221,52.558594,170.32347,159.0107,5.108347,2.249162,2.594607,0.9930211,0.002081926,0.0049336604,0.022197174,0.004600808,0.019896751
IMG_20260406_122836_r1_c1_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c1_aug1.jpg,True,IMG_20260406_122836_r1_c1,182.09508,16.89297,51.072853,14.379392,8.473549,10.331166,173.80875,231.78278,182.09508,0.5691503,9.93737,14.379392,99.335976,189.18304,155.51805,9.320606,3.4514108,3.3948398,0.73193336,0.06530731,0.2027643,0.034976345,0.021532958,0.015098795
IMG_20260406_122836_r1_c1_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c1_aug2.jpg,True,IMG_20260406_122836_r1_c1,184.27206,43.039024,73.246956,11.083692,6.8561664,8.408338,173.87105,195.65543,184.27206,0.45555964,7.136804,11.083692,107.05715,184.83101,145.52527,7.5265946,2.9302135,2.0711834,0.61401427,0.14272642,0.24323383,0.01762071,0.010513183,0.007596138
IMG_20260406_122836_r1_c1_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c1_aug3.jpg,True,IMG_20260406_122836_r1_c1,155.57735,2.7857032,5.516758,14.682087,4.109735,13.888953,16.202187,251.23743,155.57735,50.64815,5.6701694,14.682087,81.70996,183.19203,171.11305,9.0397005,4.0949574,6.974516,0.95751625,0.015638186,0.02682709,0.060466994,0.014339919,0.050560065
IMG_20260406_122836_r1_c1_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c1_aug4.jpg,True,IMG_20260406_122836_r1_c1,220.59683,34.637188,68.80004,14.773977,8.276803,11.132856,174.3946,215.0146,220.59683,0.68413264,7.3881207,14.773977,123.00617,196.7973,157.79543,9.296198,3.5744293,3.6731827,0.6824833,0.10608543,0.21146543,0.023783172,0.012645015,0.012261738
IMG_20260406_122836_r1_c2_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c2_aug1.jpg,True,IMG_20260406_122836_r1_c2,131.98921,0.26359376,24.67875,8.562527,0.44596028,3.350105,174.27454,254.46945,131.98921,3.5127127,0.90202117,8.562527,68.06683,177.52757,155.25961,5.239906,2.4134753,1.6716881,0.8418573,0.0016918306,0.15638539,0.015907243,0.0028883459,0.0154899135
IMG_20260406_122836_r1_c2_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c2_aug2.jpg,True,IMG_20260406_122836_r1_c2,149.93375,20.18207,51.20027,7.120837,4.092312,4.556763,172.97153,220.8111,149.93375,0.17390518,6.6323404,7.120837,82.43215,180.11937,145.66348,4.645278,1.803613,1.3640349,0.6787498,0.090328194,0.23094572,0.02293553,0.015697602,0.0075753154
IMG_20260406_122836_r1_c2_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c2_aug3.jpg,True,IMG_20260406_122836_r1_c2,177.39285,5.1696486,42.600117,7.9583654,2.3475738,5.2373023,173.44664,247.58476,177.39285,1.3520052,3.3552783,7.9583654,95.07414,189.29453,158.53192,4.61278,2.1176214,2.4835346,0.7886835,0.02276475,0.18854523,0.021249874,0.009834107,0.01675797
IMG_20260406_122836_r1_c2_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r1_c2_aug4.jpg,True,IMG_20260406_122836_r1_c2,206.58797,19.88582,45.90828,12.278379,4.877851,6.1985803,175.8137,230.59375,206.58797,0.6623585,5.671655,12.278379,112.52266,194.98415,165.80266,7.077212,3.0302906,2.856633,0.7598707,0.072250344,0.16787827,0.025723027,0.015077258,0.014151614
IMG_20260406_122836_r2_c0_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c0_aug1.jpg,True,IMG_20260406_122836_r2_c0,139.68144,4.619961,33.95379,8.949215,2.0450425,3.114122,173.42996,246.49988,139.68144,0.6069435,3.861874,8.949215,73.50938,179.24133,152.1229,5.183636,2.4897776,2.7295487,0.7836641,0.025868714,0.19046114,0.01957823,0.010945053,0.012403354
IMG_20260406_122836_r2_c0_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c0_aug2.jpg,True,IMG_20260406_122836_r2_c0,210.2978,71.97024,99.05758,9.084728,1.9817942,1.9513336,174.08997,167.52274,210.2978,0.30058548,5.459469,9.084728,130.3032,184.16489,142.90855,3.6053066,3.4254043,1.9683628,0.5512944,0.18887423,0.259858,0.012071378,0.0076420996,0.0050832625
IMG_20260406_122836_r2_c0_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c0_aug3.jpg,True,IMG_20260406_122836_r2_c0,196.047,37.50211,89.08547,13.100241,8.385798,8.588451,170.21417,206.24384,196.047,1.0426046,10.427754,13.100241,112.37461,190.75668,138.91441,7.7482886,3.6787758,3.6063988,0.6086646,0.11541463,0.27592126,0.025742456,0.020482345,0.0119930785
IMG_20260406_122836_r2_c0_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c0_aug4.jpg,True,IMG_20260406_122836_r2_c0,104.76441,6.9559374,27.445078,8.368406,0.9520387,2.3366153,173.70961,238.12984,104.76441,0.47033748,1.8243598,8.368406,53.385155,168.73488,145.1728,5.148228,2.4857259,1.7234554,0.75282633,0.04992408,0.19724956,0.008644512,0.0050408104,0.0067138798
IMG_20260406_122836_r2_c1_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c1_aug1.jpg,True,IMG_20260406_122836_r2_c1,151.95285,11.794648,38.559727,9.3574295,2.0866106,3.0282238,174.2143,235.15434,151.95285,0.41907993,3.6403522,9.3574295,81.61039,181.5295,153.53793,5.291888,2.5629292,2.187022,0.7512286,0.058223534,0.19052446,0.016210737,0.009247921,0.007799339
IMG_20260406_122836_r2_c1_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c1_aug2.jpg,True,IMG_20260406_122836_r2_c1,141.45015,0.36816406,7.6391015,10.137426,0.65197706,3.6557958,165.50511,254.30281,141.45015,46.089794,1.2106888,10.137426,73.31235,179.64183,166.80304,6.0480585,2.7475827,2.3312993,0.94775957,0.0024227398,0.049817625,0.022550328,0.004265274,0.02141591
IMG_20260406_122836_r2_c1_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c1_aug3.jpg,True,IMG_20260406_122836_r2_c1,107.61328,3.0782032,0.27628908,8.92828,0.7835145,0.50858337,0.97277343,254.40009,107.61328,0.16675527,1.1237907,8.92828,53.333046,169.83398,159.57489,5.4567213,2.5536132,2.963098,0.96989363,0.027706936,0.002411982,0.008879855,0.006452902,0.0044182916
IMG_20260406_122836_r2_c1_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c1_aug4.jpg,True,IMG_20260406_122836_r2_c1,107.703674,6.822031,4.509297,8.726652,5.162994,4.330161,15.594883,245.42035,107.703674,49.04837,9.422935,8.726652,54.364883,168.95152,158.28976,5.7662086,2.5359273,2.4482284,0.91118914,0.054127306,0.034685224,0.06272656,0.036706015,0.03054028
IMG_20260406_122836_r2_c2_aug1,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c2_aug1.jpg,True,IMG_20260406_122836_r2_c2,82.07625,0.1375,12.450859,6.7790265,0.353274,1.7305746,175.40437,254.58168,82.07625,0.58526397,1.0786724,6.7790265,37.177265,163.42813,145.3257,4.4116044,1.9444339,2.1159523,0.86733174,0.0013991008,0.13122497,0.012015061,0.0036082726,0.011238532
IMG_20260406_122836_r2_c2_aug2,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c2_aug2.jpg,True,IMG_20260406_122836_r2_c2,112.85598,16.332695,43.340233,8.903641,2.6213336,3.467376,171.57903,218.1773,112.85598,0.5545093,5.065869,8.903641,60.905468,169.84515,138.30972,5.473378,2.5687556,1.83342,0.6543709,0.0943149,0.2513188,0.01603487,0.010779344,0.008232858
IMG_20260406_122836_r2_c2_aug3,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c2_aug3.jpg,True,IMG_20260406_122836_r2_c2,91.80422,5.3522267,12.970157,6.3616548,0.7361773,2.2488246,176.04625,240.19055,91.80422,15.23226,1.7066216,6.3616548,44.697384,164.80731,149.27098,4.1125526,1.9188409,1.7531432,0.83423007,0.048575025,0.11713543,0.01474172,0.005266835,0.014154311
IMG_20260406_122836_r2_c2_aug4,red_IMG_20260406_122836,red,train,/content/data/augmented_roi/red/IMG_20260406_122836_r2_c2_aug4.jpg,True,IMG_20260406_122836_r2_c2,184.50586,49.05199,81.66504,9.14195,2.6395636,3.0877059,172.81758,187.13141,184.50586,0.5313346,3.7120857,9.14195,109.37414,183.52234,141.54976,4.963661,2.5202844,2.029388,0.58520067,0.15562554,0.2591863,0.010309475,0.005828383,0.005829966
IMG_20260406_122842_r0_c0_aug1,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c0_aug1.jpg,True,IMG_20260406_122842_r0_c0,139.06956,11.183281,41.625977,9.149349,2.0003464,3.5948892,172.90132,234.48047,139.06956,0.31006864,3.4469016,9.149349,74.4768,178.2836,147.53207,5.4280224,2.5615532,1.4176826,0.72510225,0.058189254,0.21674414,0.012041533,0.008723997,0.005603054
IMG_20260406_122842_r0_c0_aug2,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c0_aug2.jpg,True,IMG_20260406_122842_r0_c0,159.71515,31.057539,52.385586,7.780294,2.0268247,2.4784238,174.9504,205.41,159.71515,0.26506752,3.5280356,7.780294,90.13594,180.10968,149.21442,4.3144946,2.2576098,1.9034802,0.6568099,0.12777323,0.21547182,0.011387161,0.00683468,0.005703546
IMG_20260406_122842_r0_c0_aug3,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c0_aug3.jpg,True,IMG_20260406_122842_r0_c0,160.07852,67.954926,88.65113,10.641453,8.783538,9.050361,173.17047,146.9087,160.07852,4.78101,10.61743,10.641453,106.57859,168.14125,135.07602,8.38813,3.2903295,2.9808614,0.50638133,0.21397606,0.2796424,0.018305918,0.014676963,0.011755827
IMG_20260406_122842_r0_c0_aug4,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c0_aug4.jpg,True,IMG_20260406_122842_r0_c0,108.55844,0.4025,19.308046,8.669048,0.9945873,3.3615384,174.81891,254.12996,108.55844,0.62001675,2.0414321,8.669048,53.98301,171.08105,151.18542,5.3780303,2.4511964,1.8781023,0.84736687,0.002910745,0.14971663,0.017964879,0.0063032415,0.014169156
IMG_20260406_122842_r0_c1_aug1,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c1_aug1.jpg,True,IMG_20260406_122842_r0_c1,168.65958,37.888165,63.776134,11.747883,13.477953,12.097051,173.9659,198.41602,168.65958,0.379063,17.105322,11.747883,97.541916,181.07645,146.14601,9.861387,2.8414235,3.504237,0.6289989,0.13663603,0.23435871,0.045485906,0.030550854,0.015437587
IMG_20260406_122842_r0_c1_aug2,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c1_aug2.jpg,True,IMG_20260406_122842_r0_c1,219.31055,88.01246,117.21969,11.41531,15.361538,12.504425,173.29019,152.94208,219.31055,0.6223693,14.72594,11.41531,141.7986,181.59688,138.67012,10.917921,4.5835657,2.486705,0.51835555,0.2059478,0.27569497,0.02633721,0.018884119,0.008194533
IMG_20260406_122842_r0_c1_aug3,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c1_aug3.jpg,True,IMG_20260406_122842_r0_c1,190.26262,65.57383,90.339806,10.898878,12.988523,11.301798,173.96968,167.4972,190.26262,0.5318525,14.039162,10.898878,118.67543,179.54976,141.41704,9.819623,3.5406315,2.5217786,0.55183923,0.18782681,0.2603318,0.028819488,0.019781455,0.009706066
IMG_20260406_122842_r0_c1_aug4,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c1_aug4.jpg,True,IMG_20260406_122842_r0_c1,110.69297,7.2840233,28.335155,9.198499,10.408163,10.568934,173.86758,239.26488,110.69297,0.9921445,22.066435,9.198499,57.138397,170.42238,146.7645,7.5130095,2.274659,4.660555,0.77150065,0.04034979,0.18816905,0.08726184,0.053876586,0.03690425
IMG_20260406_122842_r0_c2_aug1,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c2_aug1.jpg,True,IMG_20260406_122842_r0_c2,155.47484,45.523476,75.691055,5.788437,2.157321,2.4497728,171.70097,180.20523,155.47484,0.7311543,4.514627,5.788437,94.000465,175.41399,136.14836,3.0576818,2.0495262,1.6991749,0.56185067,0.16455823,0.27360368,0.010810442,0.0070674517,0.006437933
IMG_20260406_122842_r0_c2_aug2,red_IMG_20260406_122842,red,train,/content/data/augmented_roi/red/IMG_20260406_122842_r0_c2_aug2.jpg,True,IMG_20260406_122842_r0_c2,160.63234,56.85039,85.04234,8.829896,8.118299,8.070434,171.82687,164.88191,160.63234,1.4834776,10.997518,8.829896,101.585236,173.16609,134.56332,6.945317,2.8959827,3.0714397,0.5320044,0.18715574,0.28083315,0.02159652,0.016117766,0.012242076
